seed,turn,seat,lane,cities,production,science,culture,gold,cumulative_production,alive,terminal
260909147,141,3,diplomatic,3,106.400000,53.940000,26.332000,60.107000,9709.850000,true,true
260909147,141,4,domination,4,169.400000,73.681100,25.780000,50.000000,11418.600000,true,true
260909147,141,5,score,4,192.450000,83.260600,43.578000,50.729000,12344.050000,true,true
260909148,25,0,science,3,39.200000,11.600000,13.920000,291.500000,511.900000,true,false
260909148,25,1,culture,3,33.700000,12.200000,6.684000,182.700000,436.400000,true,false
260909148,25,2,religious,3,35.100000,6.180000,10.136000,243.300000,413.600000,true,false
260909148,25,3,diplomatic,3,39.200000,7.540000,11.252000,274.200000,523.600000,true,false
260909148,25,4,domination,3,37.500000,11.520000,12.468000,127.300000,566.400000,true,false
260909148,25,5,score,2,21.800000,5.120000,5.160000,54.600000,359.000000,true,false
260909148,50,0,science,3,82.500000,52.635000,19.659000,341.800000,2029.400000,true,false
260909148,50,1,culture,3,48.100000,40.255000,49.276350,194.128000,1510.300000,true,false
260909148,50,2,religious,3,66.100000,24.128500,19.618000,203.650000,1717.750000,true,false
260909148,50,3,diplomatic,3,63.600000,35.445000,20.965000,227.900000,1931.000000,true,false
260909148,50,4,domination,3,56.000000,28.420000,16.356000,147.830000,1739.600000,true,false
260909148,50,5,score,3,37.600000,7.820000,6.780000,12.100000,1106.800000,true,false
260909148,75,0,science,3,110.000000,77.025000,36.267000,233.855500,4537.700000,true,false
260909148,75,1,culture,4,87.300000,74.775000,116.183000,255.728000,3274.200000,true,false
260909148,75,2,religious,4,84.800000,31.770000,33.688000,251.050000,3604.650000,true,false
260909148,75,3,diplomatic,3,86.400000,55.460000,41.140000,0.000000,3703.700000,true,false
260909148,75,4,domination,3,65.600000,42.720000,16.100000,0.000000,3296.200000,true,false
260909148,75,5,score,4,53.300000,23.310000,8.082000,0.000000,2161.200000,true,false
260909148,100,0,science,4,145.900000,110.215700,41.150000,144.749500,7935.400000,true,false
260909148,100,1,culture,4,107.400000,87.370000,165.693000,282.902000,5728.900000,true,false
260909148,100,2,religious,4,113.700000,61.373500,47.107000,62.100000,6111.150000,true,false
260909148,100,3,diplomatic,4,109.500000,68.340000,47.628000,180.454000,6194.100000,true,false
260909148,100,4,domination,4,85.800000,86.695500,19.540000,0.000000,5268.300000,true,false
260909148,100,5,score,4,79.500000,64.296000,11.850000,0.000000,3803.800000,true,false
260909148,111,0,science,4,148.000000,138.499500,45.706000,111.749500,9571.500000,true,true
260909148,111,1,culture,4,121.500000,89.635000,158.901000,213.304000,7059.800000,true,true
260909148,111,2,religious,4,113.700000,57.184000,47.485000,190.100000,7316.650000,true,true
260909148,111,3,diplomatic,4,106.100000,72.656000,51.216000,147.798000,7380.700000,true,true
260909148,111,4,domination,4,112.600000,90.033300,19.946000,0.000000,6348.800000,true,true
260909148,111,5,score,4,71.400000,63.956400,11.640000,0.000000,4616.500000,true,true
