seed,turn,seat,lane,cities,production,science,culture,gold,cumulative_production,alive,terminal
260909146,150,4,domination,4,158.200000,57.673000,129.682000,0.000000,12329.300000,true,false
260909146,150,5,score,3,112.300000,86.058500,33.024000,0.000000,10631.300000,true,false
260909146,152,0,science,4,120.550000,124.699800,44.828000,147.648000,9695.050000,true,true
260909146,152,1,culture,4,172.200000,113.360000,194.282000,187.956000,15583.200000,true,true
260909146,152,2,religious,4,86.200000,39.080000,20.164000,0.000000,9277.100000,true,true
260909146,152,3,diplomatic,4,94.400000,39.490000,16.130000,0.000000,9752.700000,true,true
260909146,152,4,domination,4,161.400000,56.313000,110.098000,38.400000,12489.100000,true,true
260909146,152,5,score,3,119.400000,100.258350,35.524000,0.000000,10747.100000,true,true
260909147,25,0,science,3,28.600000,19.365000,8.837000,264.800000,440.300000,true,false
260909147,25,1,culture,3,37.700000,8.480000,9.540000,204.200000,519.600000,true,false
260909147,25,2,religious,2,30.800000,11.020000,7.076000,215.700000,473.500000,true,false
260909147,25,3,diplomatic,3,32.400000,7.290000,8.582000,176.000000,461.200000,true,false
260909147,25,4,domination,3,39.100000,9.890000,8.870000,241.700000,562.500000,true,false
260909147,25,5,score,3,35.000000,6.960000,9.744000,210.800000,578.600000,true,false
260909147,50,0,science,3,56.000000,35.405000,22.613000,96.200000,1461.800000,true,false
260909147,50,1,culture,3,77.000000,24.455000,56.109000,347.400000,1992.000000,true,false
260909147,50,2,religious,3,53.200000,19.140000,9.860000,112.000000,1580.000000,true,false
260909147,50,3,diplomatic,3,53.200000,28.536000,16.356000,186.461000,1575.200000,true,false
260909147,50,4,domination,3,59.300000,39.026800,19.964000,142.648000,1774.200000,true,false
260909147,50,5,score,3,60.200000,31.948800,18.672000,244.400000,1787.400000,true,false
260909147,75,0,science,4,67.200000,50.000000,28.376000,93.700000,2920.400000,true,false
260909147,75,1,culture,3,110.800000,65.284400,83.838000,179.471000,4324.800000,true,false
260909147,75,2,religious,3,68.200000,21.680000,11.484000,44.700000,3079.000000,true,false
260909147,75,3,diplomatic,3,89.600000,34.800000,23.432000,170.629000,3430.200000,true,false
260909147,75,4,domination,3,73.700000,60.440000,23.444000,0.000000,3411.500000,true,false
260909147,75,5,score,4,87.000000,42.345000,24.465000,241.200000,3504.200000,true,false
260909147,100,0,science,4,72.800000,68.020000,33.743000,50.700000,4611.600000,true,false
260909147,100,1,culture,4,133.700000,74.955000,93.365000,110.189000,7452.400000,true,false
260909147,100,2,religious,3,72.800000,39.440000,11.600000,0.000000,4842.900000,true,false
260909147,100,3,diplomatic,4,96.700000,39.583200,23.572000,50.000000,5653.100000,true,false
260909147,100,4,domination,4,136.700000,84.580000,30.636000,78.442000,5731.400000,true,false
260909147,100,5,score,4,123.000000,47.380000,35.456000,0.000000,6071.600000,true,false
260909147,125,0,science,4,77.700000,96.760000,39.968000,245.532000,6499.500000,true,false
260909147,125,1,culture,4,140.300000,81.340000,98.522000,188.558000,10882.600000,true,false
260909147,125,2,religious,3,79.800000,38.580000,12.164000,0.000000,6813.800000,true,false
260909147,125,3,diplomatic,4,107.000000,41.053800,22.008000,0.000000,8531.800000,true,false
260909147,125,4,domination,4,187.700000,85.230000,48.194000,20.766000,10093.400000,true,false
260909147,125,5,score,4,142.300000,58.270000,38.410000,57.577000,9277.500000,true,false
260909147,146,0,science,4,88.200000,107.050000,52.504000,159.932000,8193.700000,true,true
260909147,146,1,culture,4,183.200000,86.735000,152.443400,239.830000,14016.500000,true,true
260909147,146,2,religious,3,95.800000,34.780000,13.680000,100.000000,8776.700000,true,true
260909147,146,3,diplomatic,4,184.200000,52.642000,29.674000,41.000000,11587.100000,true,true
260909147,146,4,domination,4,211.700000,97.663800,59.008500,0.000000,14427.600000,true,true
260909147,146,5,score,4,138.200000,62.140000,51.280000,0.000000,12059.500000,true,true
260909148,25,0,science,3,39.200000,11.600000,13.920000,291.500000,511.900000,true,false
260909148,25,1,culture,3,33.700000,12.200000,6.684000,182.700000,436.400000,true,false
260909148,25,2,religious,3,35.100000,6.180000,10.136000,243.300000,413.600000,true,false
260909148,25,3,diplomatic,3,39.200000,7.540000,11.252000,274.200000,523.600000,true,false
260909148,25,4,domination,3,37.500000,11.520000,12.468000,127.300000,566.400000,true,false
260909148,25,5,score,2,21.800000,5.120000,5.160000,54.600000,359.000000,true,false
260909148,50,0,science,3,85.500000,50.115000,19.659000,434.100000,2029.400000,true,false
260909148,50,1,culture,3,50.900000,40.255000,49.276350,109.828000,1515.900000,true,false
260909148,50,2,religious,3,66.100000,24.128500,19.618000,203.650000,1717.750000,true,false
260909148,50,3,diplomatic,3,63.600000,35.445000,20.965000,227.900000,1931.000000,true,false
260909148,50,4,domination,3,56.000000,28.420000,16.356000,147.830000,1739.600000,true,false
260909148,50,5,score,3,37.600000,7.820000,6.780000,12.100000,1106.800000,true,false
260909148,75,0,science,3,99.000000,69.270000,38.046000,375.400000,4589.200000,true,false
260909148,75,1,culture,4,81.200000,75.165000,111.724250,152.890500,3146.200000,true,false
260909148,75,2,religious,3,83.600000,45.460000,34.824000,152.650000,3559.150000,true,false
260909148,75,3,diplomatic,3,80.700000,45.805000,41.465000,53.250000,3703.800000,true,false
260909148,75,4,domination,4,79.100000,42.100000,16.888000,0.000000,3352.900000,true,false
260909148,75,5,score,4,49.200000,25.210400,7.734000,0.000000,2150.700000,true,false
260909148,100,0,science,4,116.900000,83.795000,43.469000,94.500000,7255.300000,true,false
260909148,100,1,culture,4,96.500000,83.490000,134.118000,90.390500,5373.400000,true,false
260909148,100,2,religious,4,101.400000,43.810000,42.036000,80.100000,5820.750000,true,false
260909148,100,3,diplomatic,3,82.000000,57.470000,47.332000,0.000000,5937.400000,true,false
260909148,100,4,domination,4,96.700000,90.583500,19.426000,132.642000,5544.400000,true,false
